tick,agent_id,row,col,active,budget
33,drone_2,445,209,1,116211.9
33,drone_3,237,212,1,116224.4
33,drone_4,179,355,1,116211.9
34,drone_0,325,492,1,116181.9
34,drone_1,470,372,1,116169.5
34,drone_2,446,210,1,116169.5
34,drone_3,238,213,1,116181.9
34,drone_4,180,354,1,116169.5
35,drone_0,324,491,1,116139.5
35,drone_1,469,371,1,116127.1
35,drone_2,447,211,1,116127.1
35,drone_3,239,214,1,116139.5
35,drone_4,181,353,1,116127.1
36,drone_0,323,490,1,116097.1
36,drone_1,468,370,1,116084.6
36,drone_2,446,212,1,116084.6
36,drone_3,238,215,1,116097.1
36,drone_4,182,352,1,116084.6
37,drone_0,322,489,1,116054.6
37,drone_1,467,369,1,116042.2
37,drone_2,447,213,1,116042.2
37,drone_3,237,216,1,116054.6
37,drone_4,183,351,1,116042.2
38,drone_0,321,488,1,116012.2
38,drone_1,468,368,1,115999.8
38,drone_2,448,214,1,115999.8
38,drone_3,238,217,1,116012.2
38,drone_4,184,352,1,115999.8
39,drone_0,320,487,1,115969.8
39,drone_1,467,367,1,115957.4
39,drone_2,449,213,1,115957.4
39,drone_3,237,218,1,115969.8
39,drone_4,185,353,1,115957.4
40,drone_0,321,486,1,115927.4
40,drone_1,466,366,1,115914.9
40,drone_2,450,214,1,115914.9
40,drone_3,236,217,1,115927.4
40,drone_4,186,354,1,115914.9
41,drone_0,320,485,1,115884.9
41,drone_1,467,365,1,115872.5
41,drone_2,451,213,1,115872.5
41,drone_3,235,218,1,115884.9
41,drone_4,187,355,1,115872.5
42,drone_0,319,484,1,115842.5
42,drone_1,466,364,1,115830.1
42,drone_2,450,212,1,115830.1
42,drone_3,234,219,1,115842.5
42,drone_4,186,356,1,115830.1
43,drone_0,318,483,1,115800.1
43,drone_1,465,363,1,115787.7
43,drone_2,449,211,1,115787.7
43,drone_3,233,220,1,115800.1
43,drone_4,187,357,1,115787.7
44,drone_0,319,482,1,115757.7
44,drone_1,464,362,1,115745.2
44,drone_2,448,212,1,115745.2
44,drone_3,234,221,1,115757.7
44,drone_4,186,358,1,115745.2
45,drone_0,320,481,1,115715.2
45,drone_1,463,363,1,115702.8
45,drone_2,448,211,1,115715.2
45,drone_3,233,222,1,115715.2
45,drone_4,187,359,1,115702.8
46,drone_0,321,480,1,115672.8
46,drone_1,462,362,1,115660.4
46,drone_2,447,210,1,115672.8
46,drone_3,234,223,1,115672.8
46,drone_4,188,360,1,115660.4
47,drone_0,322,479,1,115630.4
47,drone_1,461,361,1,115618.0
47,drone_2,448,209,1,115630.4
47,drone_3,233,224,1,115630.4
47,drone_4,187,361,1,115618.0
48,drone_0,323,478,1,115588.0
48,drone_1,460,360,1,115575.5
48,drone_2,449,208,1,115588.0
48,drone_3,234,225,1,115588.0
48,drone_4,188,362,1,115575.5
49,drone_0,324,477,1,115545.5
49,drone_1,461,359,1,115533.1
49,drone_2,448,207,1,115545.5
49,drone_3,235,226,1,115545.5
49,drone_4,187,363,1,115533.1
50,drone_0,325,476,1,115503.1
50,drone_1,460,358,1,115490.7
50,drone_2,449,206,1,115503.1
50,drone_3,236,227,1,115503.1
50,drone_4,186,362,1,115490.7
51,drone_0,326,475,1,115460.7
51,drone_1,459,359,1,115448.3
51,drone_2,448,205,1,115460.7
51,drone_3,235,228,1,115460.7
51,drone_4,185,361,1,115448.3
52,drone_0,327,474,1,115418.3
52,drone_1,458,360,1,115405.8
52,drone_2,449,204,1,115418.3
52,drone_3,236,229,1,115418.3
52,drone_4,184,360,1,115405.8
53,drone_0,328,473,1,115375.8
53,drone_1,457,359,1,115363.4
53,drone_2,448,203,1,115375.8
53,drone_3,237,230,1,115375.8
53,drone_4,183,361,1,115363.4
54,drone_0,329,472,1,115333.4
54,drone_1,456,360,1,115321.0
54,drone_2,449,202,1,115333.4
54,drone_3,238,231,1,115333.4
54,drone_4,182,360,1,115321.0
55,drone_0,330,471,1,115291.0
55,drone_1,455,359,1,115278.5
55,drone_2,448,201,1,115291.0
55,drone_3,239,232,1,115291.0
55,drone_4,181,361,1,115278.5
56,drone_0,331,470,1,115248.5
56,drone_1,454,360,1,115236.1
56,drone_2,449,200,1,115248.5
56,drone_3,238,233,1,115248.5
56,drone_4,180,362,1,115236.1
57,drone_0,332,469,1,115206.1
57,drone_1,453,361,1,115193.7
57,drone_2,448,199,1,115206.1
57,drone_3,239,234,1,115206.1
57,drone_4,181,363,1,115193.7
58,drone_0,333,468,1,115163.7
58,drone_1,452,360,1,115151.3
58,drone_2,449,198,1,115163.7
58,drone_3,240,235,1,115163.7
58,drone_4,182,364,1,115151.3
59,drone_0,334,467,1,115121.3
59,drone_1,451,361,1,115108.8
59,drone_2,448,197,1,115121.3
59,drone_3,241,236,1,115121.3
59,drone_4,183,365,1,115108.8
60,drone_0,333,466,1,115078.8
60,drone_1,450,362,1,115066.4
60,drone_2,449,196,1,115078.8
60,drone_3,240,237,1,115078.8
60,drone_4,182,366,1,115066.4
61,drone_0,332,465,1,115036.4
61,drone_1,449,361,1,115024.0
61,drone_2,448,195,1,115036.4
61,drone_3,241,238,1,115036.4
61,drone_4,181,367,1,115024.0
62,drone_0,331,464,1,114994.0
62,drone_1,448,360,1,114981.6
62,drone_2,447,196,1,114994.0
62,drone_3,240,239,1,114994.0
62,drone_4,182,368,1,114981.6
63,drone_0,330,463,1,114951.6
63,drone_1,447,359,1,114939.1
63,drone_2,446,197,1,114951.6
63,drone_3,241,240,1,114951.6
63,drone_4,181,369,1,114939.1
64,drone_0,329,462,1,114909.1
64,drone_1,446,358,1,114896.7
64,drone_2,445,196,1,114909.1
64,drone_3,240,241,1,114909.1
64,drone_4,180,370,1,114896.7
65,drone_0,328,461,1,114866.7
65,drone_1,445,357,1,114854.3
65,drone_2,444,195,1,114866.7
65,drone_3,239,242,1,114866.7
65,drone_4,179,369,1,114854.3
66,drone_0,329,460,1,114824.3
66,drone_1,444,356,1,114811.9
66,drone_2,445,194,1,114824.3
66,drone_3,238,243,1,114824.3
66,drone_4,180,368,1,114811.9
67,drone_0,330,459,1,114781.9
67,drone_1,443,355,1,114769.4
67,drone_2,444,193,1,114781.9
67,drone_3,239,244,1,114781.9
67,drone_4,179,367,1,114769.4
68,drone_0,331,458,1,114739.4
68,drone_1,442,356,1,114727.0
68,drone_2,445,192,1,114739.4
68,drone_3,240,245,1,114739.4
68,drone_4,180,366,1,114727.0
69,drone_0,332,457,1,114697.0
69,drone_1,441,355,1,114684.6
69,drone_2,444,191,1,114697.0
69,drone_3,241,246,1,114697.0
69,drone_4,181,365,1,114684.6
70,drone_0,331,456,1,114654.6
70,drone_1,440,354,1,114642.2
70,drone_2,445,190,1,114654.6
70,drone_3,242,247,1,114654.6
70,drone_4,180,364,1,114642.2
71,drone_0,330,455,1,114612.2
71,drone_1,439,353,1,114599.7
71,drone_2,444,189,1,114612.2
71,drone_3,243,246,1,114612.2
71,drone_4,179,363,1,114599.7
72,drone_0,329,456,1,114569.7
72,drone_1,438,352,1,114557.3
72,drone_2,445,188,1,114569.7
72,drone_3,244,247,1,114569.7
72,drone_4,178,364,1,114557.3
73,drone_0,328,457,1,114527.3
73,drone_1,437,351,1,114514.9
73,drone_2,444,187,1,114527.3
73,drone_3,245,248,1,114527.3
73,drone_4,177,365,1,114514.9
74,drone_0,327,456,1,114484.9
74,drone_1,436,350,1,114472.4
74,drone_2,445,186,1,114484.9
74,drone_3,246,249,1,114484.9
74,drone_4,178,366,1,114472.4
75,drone_0,326,457,1,114442.4
75,drone_1,435,349,1,114430.0
75,drone_2,446,187,1,114442.4
75,drone_3,247,250,1,114442.4
75,drone_4,179,365,1,114430.0
76,drone_0,325,458,1,114400.0
76,drone_1,434,348,1,114387.6
76,drone_2,447,186,1,114400.0
76,drone_3,248,251,1,114400.0
76,drone_4,178,366,1,114387.6
77,drone_0,324,459,1,114357.6
77,drone_1,433,349,1,114345.2
77,drone_2,448,187,1,114357.6
77,drone_3,249,252,1,114357.6
77,drone_4,177,367,1,114345.2
78,drone_0,323,458,1,114315.2
78,drone_1,432,350,1,114302.7
78,drone_2,449,186,1,114315.2
78,drone_3,250,253,1,114315.2
78,drone_4,178,368,1,114302.7
79,drone_0,322,457,1,114272.7
79,drone_1,431,351,1,114260.3
79,drone_2,450,187,1,114272.7
79,drone_3,251,254,1,114272.7
79,drone_4,177,369,1,114260.3
80,drone_0,323,456,1,114230.3
80,drone_1,432,352,1,114217.9
80,drone_2,451,186,1,114230.3
80,drone_3,252,255,1,114230.3
80,drone_4,178,370,1,114217.9
81,drone_0,322,455,1,114187.9
81,drone_1,431,353,1,114175.5
81,drone_2,452,187,1,114187.9
81,drone_3,251,256,1,114187.9
81,drone_4,179,371,1,114175.5
82,drone_0,321,454,1,114145.5
82,drone_1,430,354,1,114133.0
82,drone_2,453,186,1,114145.5
82,drone_3,252,257,1,114145.5
82,drone_4,178,372,1,114133.0
83,drone_0,320,453,1,114103.0
83,drone_1,429,353,1,114090.6
83,drone_2,454,187,1,114103.0
83,drone_3,253,258,1,114103.0
83,drone_4,177,371,1,114090.6
84,drone_0,321,452,1,114060.6
84,drone_1,428,352,1,114048.2
84,drone_2,455,186,1,114060.6
84,drone_3,254,259,1,114060.6
84,drone_4,176,372,1,114048.2
85,drone_0,322,451,1,114018.2
85,drone_1,427,353,1,114005.8
85,drone_2,456,187,1,114018.2
85,drone_3,255,258,1,114018.2
85,drone_4,177,373,1,114005.8
86,drone_0,323,450,1,113975.8
86,drone_1,426,352,1,113963.3
86,drone_2,455,188,1,113975.8
86,drone_3,256,259,1,113975.8
86,drone_4,178,374,1,113963.3
87,drone_0,324,449,1,113933.3
87,drone_1,425,351,1,113920.9
87,drone_2,454,189,1,113933.3
87,drone_3,257,260,1,113933.3
87,drone_4,179,375,1,113920.9
88,drone_0,325,448,1,113890.9
88,drone_1,424,350,1,113878.5
88,drone_2,453,190,1,113890.9
88,drone_3,258,259,1,113890.9
88,drone_4,180,376,1,113878.5
89,drone_0,326,447,1,113848.5
89,drone_1,423,349,1,113836.0
89,drone_2,452,191,1,113848.5
89,drone_3,259,260,1,113848.5
89,drone_4,181,375,1,113836.0
90,drone_0,327,446,1,113806.0
90,drone_1,422,348,1,113793.6
90,drone_2,451,190,1,113806.0
90,drone_3,260,261,1,113806.0
90,drone_4,182,374,1,113793.6
91,drone_0,328,445,1,113763.6
91,drone_1,421,349,1,113751.2
91,drone_2,450,191,1,113763.6
91,drone_3,261,262,1,113763.6
91,drone_4,181,373,1,113751.2
92,drone_0,329,444,1,113721.2
92,drone_1,420,348,1,113708.8
92,drone_2,449,190,1,113721.2
92,drone_3,262,261,1,113721.2
92,drone_4,182,372,1,113708.8
93,drone_0,330,443,1,113678.8
93,drone_1,419,347,1,113666.3
93,drone_2,448,191,1,113678.8
93,drone_3,263,262,1,113678.8
93,drone_4,183,373,1,113666.3
94,drone_0,329,442,1,113636.3
94,drone_1,418,348,1,113623.9
94,drone_2,447,190,1,113636.3
94,drone_3,264,261,1,113636.3
94,drone_4,184,372,1,113623.9
95,drone_0,328,441,1,113593.9
95,drone_1,417,349,1,113581.5
95,drone_2,446,191,1,113593.9
95,drone_3,265,262,1,113593.9
95,drone_4,185,373,1,113581.5
96,drone_0,327,440,1,113551.5
96,drone_1,416,348,1,113539.1
96,drone_2,447,192,1,113551.5
96,drone_3,266,263,1,113551.5
96,drone_4,186,374,1,113539.1
97,drone_0,326,441,1,113509.1
97,drone_1,415,349,1,113496.6
97,drone_2,446,193,1,113509.1
97,drone_3,267,262,1,113509.1
97,drone_4,187,375,1,113496.6
98,drone_0,325,442,1,113466.6
98,drone_1,416,350,1,113454.2
98,drone_2,447,194,1,113466.6
98,drone_3,268,263,1,113466.6
98,drone_4,186,376,1,113454.2
99,drone_0,324,443,1,113424.2
99,drone_1,417,351,1,113411.8
99,drone_2,446,195,1,113424.2
99,drone_3,269,264,1,113424.2
99,drone_4,187,377,1,113411.8
100,drone_0,323,444,1,113381.8
100,drone_1,416,352,1,113369.4
100,drone_2,447,194,1,113381.8
100,drone_3,270,263,1,113381.8
100,drone_4,188,376,1,113369.4
101,drone_0,324,445,1,113339.4
101,drone_1,417,353,1,113326.9
101,drone_2,448,193,1,113339.4
101,drone_3,271,264,1,113339.4
101,drone_4,189,375,1,113326.9
102,drone_0,325,444,1,113296.9
102,drone_1,416,354,1,113284.5
102,drone_2,449,194,1,113296.9
102,drone_3,272,263,1,113296.9
102,drone_4,190,374,1,113284.5
103,drone_0,326,443,1,113254.5
103,drone_1,415,353,1,113242.1
103,drone_2,450,195,1,113254.5
103,drone_3,273,264,1,113254.5
103,drone_4,191,375,1,113242.1
104,drone_0,327,442,1,113212.1
104,drone_1,414,352,1,113199.7
104,drone_2,451,196,1,113212.1
104,drone_3,274,263,1,113212.1
104,drone_4,192,374,1,113199.7
105,drone_0,328,443,1,113169.7
105,drone_1,413,351,1,113157.2
105,drone_2,450,197,1,113169.7
105,drone_3,275,264,1,113169.7
105,drone_4,193,373,1,113157.2
106,drone_0,327,444,1,113127.2
106,drone_1,412,350,1,113114.8
106,drone_2,451,198,1,113127.2
106,drone_3,276,263,1,113127.2
106,drone_4,194,374,1,113114.8
107,drone_0,326,445,1,113084.8
107,drone_1,411,349,1,113072.4
107,drone_2,450,199,1,113084.8
107,drone_3,277,262,1,113084.8
107,drone_4,195,373,1,113072.4
108,drone_0,325,446,1,113042.4
108,drone_1,410,348,1,113029.9
108,drone_2,451,200,1,113042.4
108,drone_3,278,263,1,113042.4
108,drone_4,196,372,1,113029.9
109,drone_0,324,447,1,112999.9
109,drone_1,409,347,1,112987.5
109,drone_2,450,201,1,112999.9
109,drone_3,279,262,1,112999.9
109,drone_4,197,373,1,112987.5
110,drone_0,323,446,1,112957.5
110,drone_1,408,346,1,112945.1
110,drone_2,451,202,1,112957.5
110,drone_3,280,263,1,112957.5
110,drone_4,198,372,1,112945.1
111,drone_0,322,445,1,112915.1
111,drone_1,407,345,1,112902.7
111,drone_2,450,203,1,112915.1
111,drone_3,281,264,1,112915.1
111,drone_4,199,371,1,112902.7
112,drone_0,321,446,1,112872.7
112,drone_1,406,344,1,112860.2
112,drone_2,451,204,1,112872.7
112,drone_3,282,263,1,112872.7
112,drone_4,200,372,1,112860.2
113,drone_0,320,447,1,112830.2
113,drone_1,405,343,1,112817.8
113,drone_2,450,205,1,112830.2
113,drone_3,283,264,1,112830.2
113,drone_4,201,371,1,112817.8
114,drone_0,319,448,1,112787.8
114,drone_1,404,342,1,112775.4
114,drone_2,451,206,1,112787.8
114,drone_3,284,265,1,112787.8
114,drone_4,202,370,1,112775.4
115,drone_0,320,449,1,112745.4
115,drone_1,403,341,1,112733.0
115,drone_2,450,207,1,112745.4
115,drone_3,285,266,1,112745.4
115,drone_4,203,369,1,112733.0
116,drone_0,321,448,1,112703.0
116,drone_1,402,340,1,112690.5
116,drone_2,451,208,1,112703.0
116,drone_3,286,267,1,112703.0
116,drone_4,204,368,1,112690.5
117,drone_0,322,447,1,112660.5
117,drone_1,401,339,1,112648.1
117,drone_2,450,209,1,112660.5
117,drone_3,287,268,1,112660.5
117,drone_4,205,369,1,112648.1
118,drone_0,323,448,1,112618.1
118,drone_1,400,338,1,112605.7
118,drone_2,451,210,1,112618.1
118,drone_3,286,269,1,112618.1
118,drone_4,206,368,1,112605.7
119,drone_0,322,449,1,112575.7
119,drone_1,399,337,1,112563.3
119,drone_2,452,211,1,112575.7
119,drone_3,287,270,1,112575.7
119,drone_4,207,367,1,112563.3
120,drone_0,321,450,1,112533.3
120,drone_1,398,336,1,112520.8
120,drone_2,453,212,1,112533.3
120,drone_3,288,271,1,112533.3
120,drone_4,208,366,1,112520.8
121,drone_0,320,451,1,112490.8
121,drone_1,397,335,1,112478.4
121,drone_2,454,211,1,112490.8
121,drone_3,289,272,1,112490.8
121,drone_4,209,367,1,112478.4
122,drone_0,319,450,1,112448.4
122,drone_1,396,334,1,112436.0
122,drone_2,453,210,1,112448.4
122,drone_3,290,273,1,112448.4
122,drone_4,210,368,1,112436.0
123,drone_0,318,451,1,112406.0
123,drone_1,395,333,1,112393.6
123,drone_2,452,209,1,112406.0
123,drone_3,289,274,1,112406.0
123,drone_4,211,367,1,112393.6
124,drone_0,317,450,1,112363.6
124,drone_1,394,332,1,112351.1
124,drone_2,453,208,1,112363.6
124,drone_3,288,275,1,112363.6
124,drone_4,212,366,1,112351.1
125,drone_0,318,449,1,112321.1
125,drone_1,393,331,1,112308.7
125,drone_2,454,209,1,112321.1
125,drone_3,287,276,1,112321.1
125,drone_4,211,365,1,112308.7
126,drone_0,317,449,1,112291.1
126,drone_1,392,330,1,112266.3
126,drone_2,455,210,1,112278.7
126,drone_3,288,277,1,112278.7
126,drone_4,210,364,1,112266.3
127,drone_0,316,448,1,112248.7
127,drone_1,391,331,1,112223.8
127,drone_2,456,209,1,112236.3
127,drone_3,289,278,1,112236.3
127,drone_4,209,363,1,112223.8
128,drone_0,315,447,1,112206.3
128,drone_1,390,330,1,112181.4
128,drone_2,457,210,1,112193.8
128,drone_3,290,279,1,112193.8
128,drone_4,210,362,1,112181.4
129,drone_0,314,446,1,112163.8
129,drone_1,389,331,1,112139.0
129,drone_2,458,209,1,112151.4
129,drone_3,291,280,1,112151.4
129,drone_4,209,361,1,112139.0
130,drone_0,315,445,1,112121.4
130,drone_1,388,330,1,112096.6
130,drone_2,459,210,1,112109.0
130,drone_3,292,281,1,112109.0
130,drone_4,210,360,1,112096.6
131,drone_0,316,444,1,112079.0
131,drone_1,387,331,1,112054.1
131,drone_2,458,211,1,112066.6
131,drone_3,293,282,1,112066.6
131,drone_4,211,359,1,112054.1
132,drone_0,317,443,1,112036.6
132,drone_1,386,332,1,112011.7
132,drone_2,457,212,1,112024.1
132,drone_3,294,283,1,112024.1
132,drone_4,212,358,1,112011.7
133,drone_0,316,442,1,111994.1
133,drone_1,385,331,1,111969.3
133,drone_2,456,213,1,111981.7
133,drone_3,295,284,1,111981.7
133,drone_4,211,357,1,111969.3
134,drone_0,315,441,1,111951.7
134,drone_1,384,332,1,111926.9
134,drone_2,455,214,1,111939.3
134,drone_3,296,285,1,111939.3
134,drone_4,210,356,1,111926.9
135,drone_0,316,440,1,111909.3
135,drone_1,383,333,1,111884.4
135,drone_2,454,215,1,111896.9
135,drone_3,297,284,1,111896.9
135,drone_4,209,355,1,111884.4
136,drone_0,317,439,1,111866.9
136,drone_1,382,332,1,111842.0
136,drone_2,453,216,1,111854.4
136,drone_3,298,285,1,111854.4
136,drone_4,210,354,1,111842.0
137,drone_0,318,438,1,111824.4
137,drone_1,381,333,1,111799.6
137,drone_2,452,217,1,111812.0
137,drone_3,299,286,1,111812.0
137,drone_4,211,353,1,111799.6
138,drone_0,319,437,1,111782.0
138,drone_1,380,334,1,111757.2
138,drone_2,451,218,1,111769.6
138,drone_3,298,287,1,111769.6
138,drone_4,212,352,1,111757.2
139,drone_0,318,436,1,111739.6
139,drone_1,379,333,1,111714.7
139,drone_2,450,219,1,111727.2
139,drone_3,299,288,1,111727.2
139,drone_4,213,353,1,111714.7
140,drone_0,317,435,1,111697.2
140,drone_1,378,332,1,111672.3
140,drone_2,449,220,1,111684.7
140,drone_3,300,289,1,111684.7
140,drone_4,214,352,1,111672.3
141,drone_0,316,436,1,111654.7
141,drone_1,377,331,1,111629.9
141,drone_2,448,221,1,111642.3
141,drone_3,301,288,1,111642.3
141,drone_4,215,353,1,111629.9
142,drone_0,315,435,1,111612.3
142,drone_1,376,330,1,111587.5
142,drone_2,447,222,1,111599.9
142,drone_3,302,289,1,111599.9
142,drone_4,216,354,1,111587.5
143,drone_0,314,434,1,111569.9
143,drone_1,375,329,1,111545.0
143,drone_2,446,223,1,111557.5
143,drone_3,303,289,1,111569.9
143,drone_4,217,353,1,111545.0
144,drone_0,313,433,1,111527.5
144,drone_1,374,330,1,111502.6
144,drone_2,445,224,1,111515.0
144,drone_3,304,290,1,111527.5
144,drone_4,218,352,1,111502.6
145,drone_0,314,432,1,111485.0
145,drone_1,373,329,1,111460.2
145,drone_2,444,225,1,111472.6
145,drone_3,305,289,1,111485.0
145,drone_4,219,351,1,111460.2
146,drone_0,315,431,1,111442.6
146,drone_1,372,330,1,111417.7
146,drone_2,443,226,1,111430.2
146,drone_3,306,290,1,111442.6
146,drone_4,218,350,1,111417.7
147,drone_0,316,430,1,111400.2
147,drone_1,371,331,1,111375.3
147,drone_2,442,227,1,111387.7
147,drone_3,307,289,1,111400.2
147,drone_4,219,349,1,111375.3
148,drone_0,317,429,1,111357.7
148,drone_1,370,330,1,111332.9
148,drone_2,441,228,1,111345.3
148,drone_3,308,290,1,111357.7
148,drone_4,220,348,1,111332.9
149,drone_0,318,428,1,111315.3
149,drone_1,369,331,1,111290.5
149,drone_2,442,229,1,111302.9
149,drone_3,309,290,1,111327.7
149,drone_4,221,347,1,111290.5
150,drone_0,319,427,1,111272.9
150,drone_1,368,330,1,111248.0
150,drone_2,441,230,1,111260.5
150,drone_3,310,290,1,111297.7
150,drone_4,222,346,1,111248.0
151,drone_0,318,426,1,111230.5
151,drone_1,367,331,1,111205.6
151,drone_2,442,231,1,111218.0
151,drone_3,311,289,1,111255.3
151,drone_4,223,345,1,111205.6
152,drone_0,317,425,1,111188.0
152,drone_1,366,330,1,111163.2
152,drone_2,441,232,1,111175.6
152,drone_3,312,290,1,111212.9
152,drone_4,224,344,1,111163.2
153,drone_0,316,424,1,111145.6
153,drone_1,365,329,1,111120.8
153,drone_2,442,233,1,111133.2
153,drone_3,313,291,1,111170.5
153,drone_4,225,343,1,111120.8
154,drone_0,315,425,1,111103.2
154,drone_1,364,330,1,111078.3
154,drone_2,441,234,1,111090.8
154,drone_3,312,292,1,111128.0
154,drone_4,226,342,1,111078.3
155,drone_0,314,424,1,111060.8
155,drone_1,363,329,1,111035.9
155,drone_2,440,235,1,111048.3
155,drone_3,311,293,1,111085.6
155,drone_4,227,343,1,111035.9
